Gender,Ethnicity,Age,Condition,Manipulation,Magnitude,Choice,Justification
Male,Caucasian,27,8,2,4,220.0,I would wait if it was $20 or more in 1 month anything less would not interest me that much.
Male,Caucasian,26,8,2,4,300.0,300.  I would need to have enough to pay the taxes on it so i would get to take home around $200
Male,Caucasian,20,8,2,4,300.0,"To make the offer attractive to me, I would have to gain atleast 150% of the offer. 200% is more favorable to me. However, in times of financial hardship, I would just opt for the $200 now."
Male,Caucasian,37,8,2,4,220.0,"I'd take an extra $20 to take it in a month.  While I know that 10% monthly interest is outrageous for one month, I think that raffles should have to be paid off immediately.  Further, I think I have assumed risk that they may not be able to pay me out in a month."
Male,Caucasian,23,8,2,4,250.0,It wouldn't take a whole lot more money to have me be more susceptible to waiting a month for payment because of the current state of my financial savings.  As long as I am not in desperate need of money i would wait.
Female,Caucasian,29,8,2,4,250.0,I would need to look at the amount of interest I would earn by placing the money in a savings account. I would also want to look at the interest rate that I would pay on a credit line if I was using the money to pay the account in full.
Male,Caucasian,20,8,2,4,300.0,"I think 300 would be the least amount acceptable to wait. Otherwise, i'm not really waiting for much. If it was three fifty, its not worth waiting a whole month just for an extra fifty dollars."
Male,Caucasian,26,8,2,4,250.0,$50 would be enough to make me wait. I don't have a need for the money now that is so urgent it can't wait an extra month.
Female,Caucasian,21,8,2,4,400.0,t would be worth waiting a month to double my reward.  A month is not a very long amount of time to wait assuming that I have that finances in place to support myself during that time.
Male,Caucasian,34,8,2,4,220.0,Well I do not need the money that badly so I would wait on it. I have a small credit card balance with 21 mos no interest and I would gladly wait on more money to put on that balance.
Female,Caucasian,30,8,2,4,400.0,I would be willing to wait another month if the money doubled during that time.
Male,Caucasian,21,8,2,4,220.0,"It would take at least 20 dollars more to make it worth my while. I don't need money right now, so I would be saving it anyways, but any less than 20 is not much of a difference so I'd rather not have to wait."
Female,African American,34,8,2,4,250.0,It is only a one month wait and it is a 25 % raise
Male,Caucasian,41,8,2,4,250.0,I would not want to wait longer because I would want the opportunity to use the the money as soon as possible rather than delay the use of the money.
Female,Caucasian,22,8,2,4,250.0,"To me, 200 is already a substantial amount, so it would take a substantial increase from that amount to make me wait."
Male,Asian American,30,8,2,4,300.0,For me to go with 1 month reward it has to be at least 50% more than given to me now because i can wait a little longer to get more in the end.
Female,Caucasian,22,8,2,4,300.0,I would require $300 to wait for one month. it's a lot of money for me and I can be patient. 
Male,Caucasian,29,8,2,4,250.0,Probably $250. Anything less than a $50 bonus would not be worth waiting another month.
Male,Caucasian,26,8,2,4,250.0,I would say 50 dollars more would be enough to make me wait a month. It would be worth it to me to wait longer for the extra money.
Male,African American,23,8,2,4,350.0,It would have to be at least double I believe. In one month I could have other small jobs/raffle etc. that would equal $200-300.
Male,Asian American,24,8,2,4,400.0,It really depends on how much I need the money at the moment.  If I really need $200 right now then I wouldn't mind receiving $200 now.
Female,Caucasian,23,8,2,4,203.0,I would need to receive at least $203 to make waiting 1 month just as attractive. The extra $3 would be a better return than if I were to put it in my savings account. Anything more than $3 would be great!
Male,Caucasian,25,8,2,4,250.0,"I would probably require a small amount higher in one month to make it worth it. I am not desperate for the money, so I can afford to wait, but there must be some incentive to do so."
Female,Caucasian,21,8,2,4,500.0,"500 dollars would make waiting one month more attractive. This is because I could definitely use 200 now to pay my bills. However, if I was forced to wait to pay my bills, 500 would cover late fees and also give me a large chunk of money to keep."
Male,Asian American,22,8,2,4,300.0,"I don;t really need the money now, so I would be willing to wait a month for about $300."
Female,Caucasian,39,8,2,4,250.0,"It would take at least $50 for me to wait.  I would rather have the pleasure of spending it now.  If I got an extra $50, though, I could wait a month. "
Male,Caucasian,26,8,2,4,500.0,I would want for it to be at least double the amount to wait an extra month. I'm in a position in my life right now where I really need money quickly.
Female,Caucasian,25,8,2,4,300.0,I would wait 1 month for 100$ more than if I didn't wait. I think it is more convenient to the payer if they have time to pay the raffle money.
Male,Caucasian,27,8,2,4,300.0,"I'm in a position that any money is good money. I'd be willing to wait, but not if it's something like $225 versus $200. I'd rather take the money now, so if the price is right I'll hold off but there's a limit. "
Male,Caucasian,19,8,2,4,600.0,"I would need to have the money tripled to make waiting a month worth it, as I would love to have the money right now."
Male,Caucasian,30,8,2,4,250.0,A month isn't all that long to wait. It wouldn't have to pay all that much more to be worthwhile. 
Male,Caucasian,29,8,2,4,400.0,"I make about $200 from one month of Mturking. In order to get me to wait one month, the amount would have to be doubled. Then it would seem worthwhile. "
Male,Caucasian,18,8,2,4,400.0,"I would require at least the same amount, so two hundred more dollars.  This decision was made by my reasoning that I could turn two hundred dollars into at least the same amount of opportunity in a month."
Male,Caucasian,21,8,2,4,220.0,Mostly anything above the current interest rates so I am not taking a loss. 10% or more I think would do it. 
Male,Caucasian,18,8,2,4,240.0,It would depends on how much i needed the money. If it wasn't a large necessity then i would only say like 250 in total. More money is more money.
Male,Caucasian,26,8,2,4,250.0,any money above the same $200 in a month is more desirable as long as it is above certain threshold.
Male,Caucasian,20,8,2,4,400.0,"$400, If I have to wait longer to receive my money from the raffle i may as well be compensated well."
Male,Caucasian,24,8,2,4,250.0,To receive an extra 50 bucks would be worth waiting another month. 50 dollars is worth my patience. 
Female,Asian American,22,8,2,4,250.0,I feel that any amount of money would be worth waiting for. I do not feel rushed to receive the money as I don't spend money all too fast and budget my money wisely.
Male,Caucasian,28,8,2,4,225.0,"I figure that 12.5% interest is a good gain for one month, once you consider the relative utility of money now vs money later."
Male,Caucasian,20,8,2,4,220.0,"I try to keep my finances ahead of paycheck to paycheck (For example, this week's paycheck wont be needed until three weeks from now, etc.), so I wouldn't need the money immediately. Also, as a windfall, I can afford to wait. Also, there is no way I could invest well enough to make an extra $20 off $200 within a month, so I wouldn't need much incentive to wait longer. Also, I like having my money on hand in multiples of $20."
Male,Caucasian,21,8,2,4,275.0,It would have to be at least 50-100$ more. One could take the 200 dollars and invest it into CD's/stocks and make profit from it. People love to have their money on hand.
Male,Caucasian,22,8,2,4,400.0,four hundred dollars. Probably because I feel with online gambling I can turn 200 bucks into a thousand in less than a month. Also I need money now and it would have to be quite a bit more for me to wait.
Male,Caucasian,23,8,2,4,220.0,"20 dollars seems like the smallest amount of money I would part with without caring much about it, and since I have no opportunity to invest 200 dollars the calculation is based solely on how much I am willing to sacrifice. "
Female,Caucasian,23,8,2,4,225.0,"I think any amount greater than 25 USD I would accept 1 month later. I don't have a huge need for money immediately right now, so I wouldn't mind waiting a bit in order to get more"
Female,Caucasian,40,8,2,4,250.0,"I like the idea of receiving payment for it later, due to the fact it would provide me income for another month. If I had it all at one time, it would all be spent at one time. Receiving it in at a different time, keeps me from just wasting the money. In my opinion it makes more sense to receive the payment in two tracations rather than a lump sum."
Female,Caucasian,22,8,2,4,250.0,"I would be fine wth smalle amounts of money as long as there was a guarantee I would receive the reward later. Since it was a raffle prize, it is not money I expected and budgeted for. It is extra money and if waiting longer gives me extra money then it's even better."
Female,Caucasian,22,8,2,4,210.0,"I think just a $10 increase would make waiting the month just as attractive. Since this money came from a raffle, I assume it's supplementary to my regular income. Basically a nice addition but by no means necessary. I would be willing to wait a month because I assume that I would not need the money immediately."
Male,Caucasian,26,8,2,4,240.0,"I wouold wait for the bigger payout.  I am currently making more than enough money to survive, and the extra 200 wouldn't be anything close to an actual windfall, more like playing around money."
Female,Caucasian,51,8,2,4,210.0,$200 would be a nice windfall but I would be willing to wait a month to receive it if I could get at least $10.  I know this is a high annualized interest rate but anything less would be too trivial to justify the delay.  Plus there's a risk that the raffler will renege.
Female,Caucasian,25,8,2,4,500.0,"I would like to take it now, there's no point in me waiting an extra month to the same amount of money I am entitled to."
Female,African American,23,8,2,4,220.0,"I wouldn't require that much more money to make waiting attractive. There are very few ways to get a guaranteed return on any investment, so it's seems like even a smallish amount would be worth it. "
Male,African American,20,8,2,4,200.01,I can afford to wait a month.
Male,Caucasian,25,8,2,4,225.0,Anything greater than 10 perecnt I would probably wait a month. As long as I was sure to get it I would wait. 
Male,Caucasian,25,8,2,4,250.0,I would want an additional 25% makign the total 250. I feel getting a little over a dollar a day is a fair amount for the time that I am made to wait for the money. Considering the Native Amwerican loan sharks charge far more for interest I see this as a fair deal.
Male,Caucasian,26,8,2,4,400.0,It would take at least another $200 to make me wait the month for the reward.
Male,Caucasian,25,8,2,4,250.0,"Honestly I would wait a month for another $50. This is probably because for me money is tight right now but I'm paying all my bills and I have plenty to eat. So any extra money is really nice for things that I don't buy for myself but would like to have. Such as a Kindle Fire, or components for a new desktop computer for gaming."
Male,Caucasian,51,8,2,4,400.0,I would think double the amount would make it attractive.
Male,Caucasian,27,8,2,4,225.0,I would wait a month for $225. That works out to almost a dollar a day which is a better return than I could get investing it in a savings account for 1 month. I don't really need $200 immediately so I can afford to wait.
Female,Caucasian,25,8,2,4,215.0,"I'd want at least an extra $15 to wait another month.  These days, money doesn't go very far.  $15 would be enough to go to a movie or buy a book or go to a mediocre place for dinner (alone)."
Male,Caucasian,38,8,2,4,250.0,"The delay of one month would be worth about $50 to me. I could use the $200 right now to do something with, but I'd be willing to put that off for a larger reward."
Male,Caucasian,31,8,2,4,400.0,I would require double the amount I could receive now for it to be worth it to wait.
Male,Caucasian,20,8,2,4,250.0,"Receive more in 1 month.  $250.  I can wait and make money from other sources easily.  I am being paid just to wait, which is no effort.  "
Male,Caucasian,28,8,2,4,400.0,For double the money I'd wait. Doubling is always a good thing in the minds of most people.
Male,Caucasian,28,8,2,4,205.0,"I am a pretty patient person, and I don't mind waiting too much so I would just settle for $205 after one month. That would be 2.5% more for one month which is a pretty good return on my money. Much better that you can find anywhere else (safe and guaranteed)."
Male,Hispanic,24,8,2,4,500.0,I want want to get the money now. I need the money to pay for gas. Payment for rent is coming up soon.
Male,Caucasian,38,8,2,4,220.0,"Assuming the raffle firm seems respectable enough, 10% seems like a reasonable number to make in a month"
Male,Caucasian,20,8,2,4,500.0,I would need a pretty large amount of money on top of the original prize in order to be willing to wait a month. I couldl do a lot with $200 right now.
Male,Caucasian,28,8,2,4,205.0,"I'd rather have more money later than less money now. More money is more money, after all. I don't mind waiting."
Female,Asian American,20,8,2,4,250.0,$50 seems like the right amount of compensation to wait for a month.
Male,Caucasian,21,8,2,4,500.0,"I would be willing to wait 1 month to get 500 dollars more.  This is because I am broke right now and need money, I would only wait if I got an extreme benefit."
Male,Caucasian,18,8,2,4,215.0,"It likely wouldn't take much, I would probably take $215 after waiting one month over the $200 now.  I have no pressing need for $200, and waiting it out even for a relatively small gain is worth it.  Making money by literally doing nothing other than waiting is usually a pretty good choice."
Male,Hispanic,22,8,2,4,300.0,"$300 would be ideal. It's not too little to warrant me waiting. Also, I'm not strapped for cash at the moment."
Male,Caucasian,25,8,2,4,214.0,The amount received after one month would have to be no less than an increase of 7% over the previous amount. This increase is comparable to what I would receive over the course of a month investing that $200 on a good return. I am financially stable so I have no immediate need for this $200. 7% just seems to be a magic number for me.
Female,Asian American,26,8,2,4,350.0,It would be around $350. It seems that an amount double the original amount would be worth the wait of an extra month.
Female,Caucasian,47,8,2,4,1000.0,I would only want to wait a month If the amount was at least $1000.00 because you could have the $200.00 and go about your business as usual. You can spend it and do whatever you need to do. If you have to wait a month to get a larger amount I think it needs to be well worth the wait. You may really need the money and waiting may really put you in a difficult position. Taking the already offered money may just what you need to get through a difficult time. 
Male,Caucasian,30,8,2,4,225.0,$225. It provides a large return on investment and gives me enough incentive to wait. I can buy a bit more with it and not have to worry about inflation.
Male,Caucasian,33,8,2,4,210.0,"I don't have a great need for money now, so waiting is fine for me."
Male,Caucasian,30,8,2,4,350.0,"I would want to at least get 1.5 times what I got instantly to make it worth my while.  I can wait, but I don't want to wait too long, and the money is free.  "
Male,Caucasian,32,8,2,4,250.0,It would be at the $50 mark where I would consider and likely wait one month for more money.  I believe it generally comes down to the size of the new amount in comparison to the current amount.  $50 would be a 25% increase.  Anything less than that and it looks like it's too small to worry about.
Male,Caucasian,31,8,2,4,400.0,"It would have to be double, because I could definitely use the money now. I couldn't wait that long for it."
Female,Caucasian,19,8,2,4,300.0,"At least $300 dollar would I require to wait the month. A month isn't a long time and winning a raffle shouldn't have been added into my account for the month anyway, whereas I could plan what I would do if I had more time before the money."
Male,Caucasian,20,8,2,4,220.0,"You can get interest rates of 2.5% per year, so that is negligible in a months time. I would wait an extra month for $20 extra, even though I have no immediate need for the money. An increase of $20 would make waiting an extra month worth it, as I am relatively impatient and forgetful."
Male,Caucasian,21,8,2,4,400.0,"Probably double, or $400, would make it worthwhile to wait a month. Why? I have no particular reason for doubling it, but that seems fair to me. "
Male,Caucasian,45,8,2,4,255.0,current amount can be used for business faster combined with potential uncertainty.
Male,Asian American,19,8,2,4,201.0,"Recieve the larger payment, because you're still making more money then if you were to take the money now."
Male,African American,33,8,2,4,250.0,"I could really use that money now, however I am willing to wait for more money.  It would have to be a significant amount more.  It wouldn't even consider anything lower than 25%."
Male,Caucasian,24,8,2,4,350.0,"It would depend on how much I need the money right now. The prize is not a huge sum of money, so it would be easier to take the money now, however if there was a significant difference between the prize now and the prize in a month, it may be worth it."
Male,Caucasian,21,8,2,4,210.0,"Anything more than $10 would be enough to make me want to wait.  I have no urgent need for $200, so it makes sense to wait.  But if the additional money is less than $10, it is worth this small amount to experience the excitement now."
Male,African American,25,8,2,4,400.0,I need to receive at least double by waiting 1 month.  Else it is better to take the 200$ and invest it or spend it now.  The money is worth more to me now rather than later.
Female,Caucasian,27,8,2,4,400.0,"I would at least have to receive $400 dollars to make it worth waiting a month, and some time of written gurantee I was getting paid in said month."
Female,Caucasian,38,8,2,4,250.0,"I would rather wait a little longer and get more money. It's like the idea of a credit card, I'd rather save cash than pay more later"
Male,Caucasian,21,8,2,4,300.0,It would have to be at least more than the inflation during that 1 month period or else it would not really be worth any more. I would prefer more as well so probably around $300.
Female,Caucasian,31,8,2,4,300.0,"I don't need the money right away, but I might forget about the winnings in a month.  $300 is a good amount that I won't forget."
Male,Caucasian,27,8,2,4,205.0,"I'm not in dire financial circumstances, so I don't mind waiting a bit for more money. I'm also really stingy."
Male,Caucasian,21,8,2,4,201.0,"201 dollars would be enough for me, i like to save my money anyways."
Male,Caucasian,18,8,2,4,201.0,Any amount larger than $200 would be attractive. I have no need for the money now and any amount larger would be more attractive. 
Male,African American,51,8,2,4,250.0,To make it worthwile for me to wait a month i would need at least 50 dollars more. This is 25% of the 200.  This is because 200 is not a lot of money so it would really have to be worth my while to wait.
Male,Asian American,21,8,2,4,500.0,It would be more than double and 200 dollars would not be much of a dent in any bills or enough to buy anything substantial.
Female,Caucasian,23,8,2,4,201.0,Anything more would be worth waiting for because I do not have a great need for the $200 now so I'd be willing to wait.
Male,Caucasian,23,8,2,4,400.0,"Most likely I would want double the amount, or close to that. The wait brings uncertainties into your mind whether or not the money would even be coming."
Male,Caucasian,22,8,2,4,250.0,"The opportunity cost of giving up the $200 would mean that I would need at least a small increase to account for inflation and things I could've bought. $200 is a decent sum of money, but I could live without it to get 250 after 30 days. $250 would be a bare minimum since that's about $1/day, which isn't a whole lot."
Male,Caucasian,27,8,2,4,400.0,"I would want the wait of a month to be worth it. i would want the money right away, but would wait for double."
Male,Caucasian,22,8,2,4,400.0,"First off, this is a difficult question because I could definitely use $200 right now. However, I would be willing to wait 1 month if I was able to get double that money or more, because that additional money would help me greatly in the long run."
Female,Caucasian,36,8,2,4,400.0,I would choose to have the $200 now. If the amount was a lot higher then I would maybe think about waiting. It would have to be more than $400 for me to wait the month.
Male,Caucasian,23,8,2,4,250.0,"Only a little more would suffice.  I don't have any immediate debt to take care of, so I could wait a month for the money."
Female,Caucasian,19,8,2,4,300.0,I would have to at least get $100 more in a month. Anything less seems too little to have to wait a month to receive. $300 seems like a fair amount to receive in one month after winning.
Male,Hispanic,19,8,2,4,250.0,"It would take reward of 250 to make me wait one month,  this could be seen by me as placing the cash in a high interest CD account and getting years of interest for just waiting a month."
Male,Asian American,21,8,2,4,250.0,"I'd probably wait 1 more month to get $250 or more. Since the prize is money I didn't have in the first place, I'd say a 25% increase would be great. "
Female,Caucasian,31,8,2,4,800.0,It would have to be a fairly siginificant chunk of change honestly.  I don't like things hanging up in the air like that.  Particularly when money is involved.
Male,African American,23,8,2,4,350.0,I would wait it out for the extra sum simply because it was a raffle which allowed me to win.
Male,Caucasian,42,8,2,4,250.0,"That isn't too big a sum of money, so I'd probably blow it on something fun or frivolous.  Since it was ""found money"" I'd need a pretty decent amount of interest to put it off for a month.  50 bucks sounds right.  I could have a lot of fun or get something nice for 200 dollars right now.  Anything less than 50 bucks wouldn't make much difference in a month."
Male,Caucasian,21,8,2,4,500.0,"I would say that the amount would have to be over double in order for me to take the money later rather than now. Now , 200 bucks is cool.. Later... specially 1 month later, anything less than 400 would be a bogus wait for just 50 more dollars per week you waited."
Female,Caucasian,39,8,2,4,225.0,I would wait for a month to get $225.  I don't really need the money immediately so why not wait?
Female,Caucasian,36,8,2,4,300.0,"At least 100 more would make it worth the wait. If it were just ten, twenty bucks it wouldnt be worth the wait."
Male,Hispanic,20,8,2,4,201.0,"I would want it to be more than current investment rates. I'm currently about to get between 5 and 7 percent, so estimate by dividing by 12 and..."
Male,Caucasian,24,8,2,4,210.0,"I would probably end up putting any money won towards my student loans. I make enough money to make a decent payment per month, but I generally put any 'extra' money I come into directly towards my loans to pay them as quickly as possible. Therefore, as long as the money is increasing faster than the interest on my loans, I can wait indefinitely as the more it makes, the more I can apply to my loans."
Male,Asian American,32,8,2,4,250.0,It would have to be at least 50 dollars more.  This is so because anything less I would consider not significiant enough to wait for.
Male,Caucasian,27,8,2,4,300.0,If I won a raffle I would need atleast $100 more in a month for me to wait. Money is tight for me right now and that $200 would be very tempting. The idea of easy-come easy-go would also play a part in taking the $200 now.
Male,Caucasian,31,8,2,4,225.0,"For me, I would want at least an additional 25 dollars to wait an additional month to receive my reward.  By deferring the compensation owed to me I would expect some return on my investment.  Without what I feel is appropriate incentive to defer I would rather accept the money now and choose to invest it on my own."
Male,Caucasian,26,8,2,4,204.0,"Since I don't need it now, I would say $4 or at least 2% to make it worth it waiting a month"
Female,Caucasian,18,8,2,4,300.0,"I would have to receive $100 more. Anything below that just wouldn't be appealing enough, because money in my pocket now would mean less bills now to worry about."
Female,Caucasian,49,8,2,4,250.0,Interesr you could have earned if invested it for the month.
Male,Caucasian,22,8,2,4,300.0," To have to wait is sort of inconvenient to me, so I feel that at the very least, $300 is worth waiting for.  Anything less, and  would probably just take the money and use it for the many things that I would spend it on.  It is hard to say what I would truly do, given this scenario, I would expect a relatively high bonus (>50% more) to wait for a month to get guaranteed income."
Male,Caucasian,22,8,2,4,240.0,I have a strong desire to have money in my pocket as early as possible. Therefore I would want a decent amount more if I had to wait.
Male,Caucasian,31,8,2,4,300.0,"I would accept $300.00 a month from now in lieu of $200.00 today.  I look at it as either a means of having a vacation or paying down debt.  There is significant opportunity cost associated with waiting a month for the money.  I have significant credit card debt, so the month for me is extra intrest accrued.  "
Female,African American,30,8,2,4,250.0,I truely would choose option 2 because your getting more moneythan u woud usually. i wouldnt require a certin amount only because it money that i didnt have before so why be greedy . I would rather be thankful for even winning more less you giveing me more ust to wait a nother week
Male,Caucasian,28,8,2,4,225.0,IT WOULD HAVE TO BE AT LEAST 25 MORE OR 225.  iF i HAD TO WAIT A MONTH IT WOULD HAVE TO BE WORTH THE WAIT.
Male,Caucasian,20,8,2,4,307.76,"If the amount was great enough, I would definitely wait the month. I would say I would have to receive $500 or more in order to take the pay in one month."
Female,Caucasian,30,9,1,5,2500.0,
Male,Caucasian,18,9,1,5,2500.0,
Female,Caucasian,31,9,1,5,3000.0,
Female,African American,20,9,1,5,4000.0,
Male,Caucasian,21,9,1,5,2025.0,
Female,Caucasian,45,9,1,5,3000.0,
Male,Caucasian,48,9,1,5,3000.0,
Female,Caucasian,25,9,1,5,4000.0,
Female,Caucasian,21,9,1,5,3000.0,
Male,Caucasian,51,9,1,5,3000.0,
Female,Caucasian,36,9,1,5,2500.0,
Female,African American,26,9,1,5,3000.0,
Female,Caucasian,57,9,1,5,2100.0,
Female,Caucasian,25,9,1,5,2250.0,
Female,Caucasian,25,9,1,5,3500.0,
Male,Caucasian,28,9,1,5,2100.0,
Female,Caucasian,20,9,1,5,2200.0,
Male,Caucasian,31,9,1,5,2200.0,
Male,African American,20,9,1,5,2500.0,
Male,Caucasian,26,9,1,5,3000.0,
Female,Caucasian,44,9,1,5,2400.0,
Male,Asian American,18,9,1,5,2250.0,
Male,Caucasian,22,9,1,5,4000.0,
Female,Caucasian,55,9,1,5,3000.0,
Male,Caucasian,19,9,1,5,2500.0,
Male,Caucasian,32,9,1,5,3000.0,
Male,Caucasian,24,9,1,5,2200.0,
Male,Caucasian,23,9,1,5,2500.0,
Male,Caucasian,31,9,1,5,3000.0,
Female,Caucasian,21,9,1,5,2500.0,
Male,Hispanic,22,9,1,5,2500.0,
Male,Caucasian,19,9,1,5,3000.0,
Male,Caucasian,35,9,1,5,3000.0,
Male,Caucasian,27,9,1,5,2025.0,
Female,Caucasian,29,9,1,5,2200.0,
Male,Caucasian,30,9,1,5,2250.0,
Male,Caucasian,42,9,1,5,2800.0,
Female,Caucasian,25,9,1,5,3000.0,
Female,Caucasian,58,9,1,5,2600.0,
Male,Caucasian,60,9,1,5,2500.0,
Male,Caucasian,33,9,1,5,2250.0,
Male,Caucasian,20,9,1,5,2200.0,
Male,African American,30,9,1,5,2400.0,
Female,Caucasian,52,9,1,5,2400.0,
Male,Caucasian,23,9,1,5,2500.0,
Male,Pacific Islander,23,9,1,5,2750.0,
Male,Caucasian,26,9,1,5,3000.0,
Male,Caucasian,35,9,1,5,2250.0,
Female,Caucasian,47,9,1,5,2020.0,
Male,Caucasian,68,9,1,5,2050.0,
Female,Caucasian,51,9,1,5,2500.0,
Male,Caucasian,56,9,1,5,2100.0,
Female,Caucasian,30,9,1,5,2100.0,
Male,Caucasian,30,9,1,5,2020.0,
Female,Caucasian,45,9,1,5,2700.0,
Male,Caucasian,22,9,1,5,3000.0,
Female,Caucasian,32,9,1,5,2500.0,
Female,Asian American,28,9,1,5,2500.0,
Male,Caucasian,23,9,1,5,2050.0,
Male,Caucasian,26,9,1,5,3000.0,
Male,Caucasian,20,9,1,5,2800.0,
Male,Caucasian,20,9,1,5,3000.0,
Male,Caucasian,32,9,1,5,3000.0,
Female,Asian American,18,9,1,5,3000.0,
Male,Caucasian,24,9,1,5,2500.0,
Male,Caucasian,19,9,1,5,2500.0,
Male,Caucasian,29,9,1,5,2050.0,
Female,Caucasian,18,9,1,5,2500.0,
Female,Caucasian,22,9,1,5,3000.0,
Male,Caucasian,28,9,1,5,2500.0,
Male,Caucasian,30,9,1,5,2150.0,
Male,Caucasian,26,9,1,5,2200.0,
Female,Caucasian,51,9,1,5,2050.0,
Male,Caucasian,38,9,1,5,2200.0,
Male,Caucasian,21,9,1,5,2200.0,
Male,Caucasian,33,9,1,5,2200.0,
Female,Native American,26,9,1,5,3000.0,
Male,Asian American,18,9,1,5,3000.0,
Female,Caucasian,23,9,1,5,2500.0,
Female,Caucasian,27,9,1,5,2100.0,
Male,Caucasian,27,9,1,5,2200.0,
Female,Caucasian,60,9,1,5,2500.0,
Female,Caucasian,30,9,1,5,2100.0,
Male,Caucasian,19,9,1,5,2900.0,
Female,Asian American,27,9,1,5,2500.0,
Male,Caucasian,28,9,1,5,2001.0,
Male,Caucasian,26,9,1,5,2100.0,
Male,Caucasian,22,9,1,5,2500.0,
Female,Caucasian,21,9,1,5,2100.0,
Female,Caucasian,45,9,1,5,3000.0,
Female,Asian American,26,9,1,5,2200.0,
Female,Caucasian,23,9,1,5,2200.0,
Female,Caucasian,24,9,1,5,2500.0,
Male,Caucasian,41,9,1,5,2500.0,
Female,Caucasian,33,9,1,5,3000.0,
Female,Caucasian,52,9,1,5,2100.0,
Female,Caucasian,25,9,1,5,2500.0,
Male,Caucasian,38,9,1,5,2500.0,
Male,Caucasian,20,9,1,5,3000.0,
Female,Caucasian,38,9,1,5,2500.0,
Female,Caucasian,66,9,1,5,3000.0,
Female,Caucasian,37,9,1,5,2500.0,
Male,Caucasian,22,9,1,5,2200.0,
Male,Caucasian,24,9,1,5,4000.0,
Female,Caucasian,26,9,1,5,2010.0,
Female,Caucasian,19,9,1,5,4000.0,
Male,Caucasian,33,9,1,5,2200.0,
Female,Caucasian,19,9,1,5,3000.0,
Male,Caucasian,39,9,1,5,3000.0,
Male,Caucasian,46,9,1,5,2200.0,
Female,Caucasian,63,9,1,5,2250.0,
Male,Caucasian,18,9,1,5,2001.0,
Female,Caucasian,47,9,1,5,2500.0,
Male,Caucasian,24,9,1,5,2200.0,
Female,Caucasian,21,9,1,5,2500.0,
Male,Asian American,28,9,1,5,5000.0,
Male,Pacific Islander,23,9,1,5,2250.0,
Male,Caucasian,21,9,1,5,4000.0,
Female,Caucasian,28,9,1,5,3000.0,
Male,Caucasian,21,9,1,5,2500.0,
Female,Caucasian,30,9,1,5,2500.0,
Male,Caucasian,22,9,1,5,2200.0,
Male,Caucasian,28,9,1,5,2100.0,
Female,Caucasian,38,9,1,5,2500.0,
Male,Caucasian,41,9,1,5,5000.0,
Male,Caucasian,30,9,1,5,2200.0,
Female,Caucasian,20,9,1,5,4000.0,
Female,Caucasian,33,9,1,5,2050.0,
Female,Caucasian,25,9,1,5,4000.0,
Male,Caucasian,24,9,1,5,2350.0,
Male,Caucasian,47,9,1,5,2500.0,
Female,Caucasian,57,9,1,5,4000.0,
Male,Caucasian,18,9,1,5,2005.0,
Male,Caucasian,31,9,1,5,2050.0,
Female,Caucasian,30,9,1,5,2200.0,
Male,Caucasian,27,9,1,5,2500.0,
Male,Caucasian,22,9,1,5,2200.0,
Female,Hispanic,19,9,1,5,3000.0,
Male,Caucasian,64,9,1,5,2250.0,
Male,Caucasian,26,9,1,5,2020.0,
Male,African American,35,9,1,5,3000.0,
Female,Caucasian,27,9,1,5,2500.0,
Female,Caucasian,24,9,1,5,2500.0,
Male,Caucasian,28,9,1,5,2100.0,
Male,Caucasian,30,9,1,5,2400.0,
Male,Caucasian,39,9,1,5,2200.0,
Female,African American,34,9,1,5,2200.0,
Male,Caucasian,31,9,1,5,2500.0,
Female,Caucasian,32,10,2,5,3000.0,I think 50% is a fair amount.  It's not too much but it's not too little either.  It's fair for both parts and it would give me something extra to look forward to.  
Female,Asian American,24,10,2,5,2100.0,"I will probably pick more in one month. /  / Maybe at least 100 dollars more,then I will wait because anything less than 100 dollars is really no big deal. I would rather just get 2,000 now. "
Male,Caucasian,45,10,2,5,2100.0,"The only reason I can see waiting would be desirable is if I could earn more by taking the money earlier and investing it somewhere than waiting and taking it later.  You have to be pretty well connected to make a lot of money by investing in one month's time, and I'm not well connected.  Also, the possible earnings over one month vary over time, depending on God knows how many variables.  That said, I'm almost pretty sure I would not earn more than about one hundred dollars, unless I was willing to gamble."
Female,Caucasian,55,10,2,5,2500.0,"It would have to be around $2500 to warrant the month of waiting. In winning a raffle one expects instant cash, so waiting kills that excitement to a high degree, therefore a 25 percent markup somewhat makes up for that."
Female,Caucasian,18,10,2,5,5000.0,"Because I could really use the money now, I would need significantly more."
Female,Caucasian,60,10,2,5,2100.0,I'd want $100.00 because that would amount to a 5% return on my money.  That would be more interest than I could earn in any bank account and the stock market right now is too risky. 
Male,Caucasian,34,10,2,5,2500.0,If i have to wait it has to be worth my while. A few dollars wouldn't make any sense. I'd rather have the money now if it's not at least $500.
Male,Asian American,22,10,2,5,2060.0,"I would opt for 3% higher (2060), since that's the current inflation rate"
Male,Caucasian,25,10,2,5,2500.0,I feel like one month isn't a a veyr long time to wait for money. For this reaosn I would not require it to be much higher.
Male,Caucasian,31,10,2,5,2001.0,"Any amount that is larger than 2,000 would be worth it to me."
